family	Lotmaria passim	Bodo saltans	Paratrypanosoma confusum	Trypanosoma brucei	Trypanosoma cruzi	Trypanosoma theileri	Leishmania donovani	Leishmania major	Leishmania braziliensis	Crithidia fasciculata	Crithidia bombi	Leptomonas seymouri	Leptomonas pyrrhocoris
OG0000428	0	0	0	0	1	0	0	0	0	0	0	0	1
OG0000429	1	0	0	0	0	0	0	0	0	0	0	0	1
OG0000430	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0000431	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0000432	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0000433	0	0	1	0	0	0	0	0	0	0	0	0	1
OG0000434	0	0	0	0	0	1	0	0	0	0	0	0	1
OG0000435	0	0	0	1	0	0	0	0	0	0	0	1	0
OG0000436	0	0	0	1	0	0	0	0	0	0	0	1	0
OG0000437	0	0	0	0	0	1	0	0	0	0	0	1	0
OG0000438	0	0	1	0	0	0	0	0	0	0	0	1	0
OG0000439	2	0	0	0	0	0	0	0	0	0	0	0	0
OG0000440	1	0	0	0	0	1	0	0	0	0	0	0	0
OG0000441	1	0	0	0	0	1	0	0	0	0	0	0	0
OG0000442	0	0	1	1	0	0	0	0	0	0	0	0	0
OG0000443	0	0	1	0	1	0	0	0	0	0	0	0	0
OG0000444	0	0	1	1	0	0	0	0	0	0	0	0	0
OG0000445	0	0	1	0	0	1	0	0	0	0	0	0	0
OG0000446	0	0	1	0	1	0	0	0	0	0	0	0	0
OG0000447	0	0	1	0	1	0	0	0	0	0	0	0	0
OG0000448	0	0	1	1	0	0	0	0	0	0	0	0	0
OG0000449	0	0	0	2	0	0	0	0	0	0	0	0	0
OG0000450	0	0	0	1	0	1	0	0	0	0	0	0	0
OG0000451	0	0	0	0	1	1	0	0	0	0	0	0	0
OG0000452	0	0	0	0	2	0	0	0	0	0	0	0	0
OG0000453	0	0	0	0	1	1	0	0	0	0	0	0	0
OG0000454	0	0	0	0	1	1	0	0	0	0	0	0	0
OG0000455	0	0	0	0	1	1	0	0	0	0	0	0	0
OG0000456	0	0	0	0	0	2	0	0	0	0	0	0	0
OG0000457	0	0	0	0	0	2	0	0	0	0	0	0	0
OG0000458	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000459	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000460	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000461	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000462	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000463	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000464	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000465	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000466	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000467	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000468	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000469	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000470	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000471	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000472	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000473	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000474	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000475	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000476	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000477	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000478	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000479	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000480	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000481	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000482	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000483	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000484	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000485	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000486	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000487	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000488	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000489	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000490	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000491	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000492	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000493	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000494	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000495	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000496	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000497	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000498	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000499	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000500	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000501	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000502	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000503	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000504	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000505	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000506	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000507	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000508	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000509	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000510	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000511	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000512	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000513	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000514	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000515	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000516	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000517	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000518	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000519	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000520	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000521	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000522	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000523	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000524	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000525	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000526	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000527	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000528	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000529	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000530	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000531	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000532	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000533	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000534	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000535	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000536	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000537	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000538	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000539	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000540	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000541	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000542	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000543	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000544	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000545	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000546	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000547	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000548	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000549	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000550	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000551	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000552	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000553	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000554	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000555	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000556	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000557	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000558	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000559	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000560	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000561	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000562	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000563	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000564	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000565	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000566	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000567	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000568	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000569	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000570	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000571	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000572	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000573	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000574	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000575	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000576	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000577	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000578	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000579	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000580	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000581	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000582	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000583	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000584	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000585	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000586	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000587	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000588	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000589	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000590	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000591	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000592	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000593	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000594	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000595	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000596	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000597	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000598	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000599	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000600	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000601	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000602	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000603	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000604	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000605	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000606	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000607	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000608	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000609	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000610	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000611	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000612	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000613	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000614	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000615	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000616	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000617	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000618	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000619	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000620	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000621	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000622	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000623	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000624	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000625	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000626	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000627	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000628	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000629	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000630	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000631	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000632	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000633	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000634	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000635	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000636	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000637	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000638	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000639	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000640	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000641	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000642	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000643	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000644	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000645	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000646	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000647	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000648	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000649	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000650	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000651	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000652	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000653	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000654	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000655	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000656	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000657	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000658	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000659	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000660	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000661	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000662	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000663	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000664	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000665	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000666	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000667	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000668	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000669	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000670	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000671	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000672	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000673	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000674	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000675	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000676	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000677	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000678	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000679	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000680	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000681	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000682	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000683	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000684	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000685	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000686	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000687	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000688	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000689	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000690	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000691	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000692	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000693	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000694	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000695	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000696	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000697	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000698	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000699	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000700	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000701	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000702	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000703	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000704	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000705	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000706	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000707	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000708	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000709	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000710	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000711	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000712	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000713	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000714	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000715	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000716	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000717	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000718	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000719	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000720	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000721	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000722	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000723	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000724	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000725	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000726	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000727	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000728	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000729	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000730	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000731	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000732	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000733	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000734	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000735	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000736	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000737	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000738	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000739	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000740	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000741	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000742	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000743	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000744	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000745	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000746	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000747	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000748	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000749	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000750	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000751	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000752	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000753	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000754	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000755	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000756	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000757	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000758	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000759	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000760	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000761	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000762	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000763	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000764	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000765	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000766	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000767	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000768	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000769	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000770	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000771	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000772	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000773	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000774	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000775	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000776	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000777	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000778	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000779	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000780	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000781	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000782	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000783	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000784	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000785	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000786	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000787	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000788	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000789	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000790	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000791	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000792	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000793	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000794	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000795	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000796	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000797	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000798	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000799	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000800	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000801	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000802	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000803	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000804	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000805	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000806	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000807	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000808	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000809	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000810	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000811	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000812	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000813	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000814	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000815	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000816	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000817	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000818	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000819	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000820	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000821	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000822	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000823	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000824	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000825	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000826	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000827	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000828	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000829	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000830	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000831	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000832	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000833	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000834	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000835	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000836	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000837	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000838	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000839	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000840	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000841	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000842	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000843	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000844	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000845	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000846	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000847	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000848	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000849	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000850	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000851	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0000852	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000853	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000854	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000855	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000856	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000857	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000858	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000859	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0000860	0	0	0	0	0	0	0	0	0	0	1	0	0
